Fabricante;SERVICIO Y/O SISTEMA GESTIONADO;GESTOR;TEXTO 1 DE LA ALARMA;TEXTO 2 DE LA ALARMA;TEXTO 3 DE LA ALARMA;TEXTO 4 DE LA ALARMA;BAJA / ALTA / BLOQUEO;DOMINIO;SEVERIDAD;"KM
(TITULO DEL INSTRUCTIVO)";TIER 1;TIER 2;TIER 3;TIPO DE ALARMA;GRUPO DE ATENCIÓN;CRITICIDAD;DUEÑO DE PLATAFORMA;PANEL NETCOOL
Nokia;CMM;NSP;12707;14119;PapsApplicationPrbMessageQueueCriticalOverload;"paps application prb message queue critical overload
Alarm is set by sOLC process of PAPS when the incoming message (ring or DMX) queue of one or more PAPS processes have exceeded a predefined CRITICAL limit. At this limit, PAPS will continue and increase 3GPP transaction shedding in order to actively reduce the overload level. Alarm is cancelled once the message queue fullness level of ALL the affected processes fall below this limit.
Cause:
Alarm is set by sOLC process of PAPS when the incoming message (ring or DMX) queue of one or more PAPS processes have exceeded a predefined CRITICAL limit. At this limit, PAPS will continue and increase 3GPP transaction shedding in order to actively reduce the overload level. Alarm is cancelled once the message queue fullness level of ALL the affected processes fall below this limit.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;12706;14121;PapsApplicationMessageStormDetected;"paps application message storm detected
Alarm is set by sOLC process of PAPS when the incoming transaction rate of certain SGSN procedures is above the preconfigured message storm limit. This depends on the procedure itself. When such storm is detected, PAPS will *drop* ALL those procedures exceeding the limit within the specific measurement period. Alarm is cancelled when the incoming transaction rate falls below the storm limit.
Cause:
Alarm is set by sOLC process of PAPS when the incoming transaction rate of certain SGSN procedures is above the preconfigured message storm limit. This depends on the procedure itself. When such storm is detected, PAPS will *drop* ALL those procedures exceeding the limit within the specific measurement period. Alarm is cancelled when the incoming transaction rate falls below the storm limit.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11427;40002;LSS_memoryExhaustion;"This alarm can be fired due to two different problems. The first field of ""Alarm Message"" column in alarm will show the problem type.
Cause:
noSystemResourceAvailable
The memory threshold has been exceeded.
utilizationReachedThreshold
The pre-allocated memory to buffer ACR messages is full.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11331;40013;LSS_cardConnectionLost;"REM detected a problem with its connectivity to a service member under its control, or a service member has missed a heartbeat to REM.
Cause:
The possible causes of this alarm are:
The service member has undergone an initialization or reconfiguration due to an automatic action.
The communication path from REM to the service member has been lost or interrupted.
REM has detected a loss of a heartbeat from the service member.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11454;40020;LSS_tcpDown;"This alarm is used by UMTS and IMS applications. Alarm information is given under application specific sub-section below.
UMTS application
This alarm will be displayed if CDR logger process loses connection to mate CDR logger process in a duplex CDR Host configuration, or if CDR logger process loses connection to local CDR receiver process.
IMS application
This alarm will be displayed if diameter connection to CCF is failed and some criteria is met, or if iCCF receiver process loses connection to mate iCCF receiver process in a duplex CDR services configuration, or if iCCF logger process loses connection to mate iCCF logger process, or if iCCF logger process loses connection to local iCCF receiver process.
Cause:
UMTS application
Connection between active and standby CDR logger is broken or connection between CDR logger and receiver is broken.
IMS application
The cause can be:
The configuration is wrong at LSM side or CCF side.
The network is unstable between LSM and CCF.
There are two connections established while more than two IPs are returned from DNS query, minor alarm will be fired.
There is one connection established while more than one IP are returned from DNS query, major alarm will be fired.
There is no connection established while at least one IP is returned from DNS query, critical alarm will be fired.
Connection between active and standby iCCF receiver is broken, or connection between active and standby iCCF logger is broken, or connection between iCCF logger and receiver is broken.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11455;40080;LSS_threadsExhausted;"One or more critical CP Tasks have been un-responsive to regular Integrity Monitor - IMON Heartbeats. IMON attempted to restart them and multiple restarts have escalated to a Process Init on the Standby Card or a Switch Over to the Standby Card from the Active Card where the target stuck task was running.
Cause:
Task may be executing code that is possibly in an infinite loop or too CPU intensive.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11414;40113;LSS_ethernetLinkDown;"The redundant Ethernet link has gone down on one of the diskless hosts. A link switchover may have occurred to move communication for that host to the remaining link, which is now simplex.
Cause:
List of root causes:
The Service itself has failed.
The link/port itself has failed.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11410;40124;LSS_diamLinkDown;"Indicates that individual, some or all of the Diameter (Agent) connections are down for Geographic Redundancy or Multiple Destinations strategy.
Cause:
If one connection is down, minor individual alarm for this connection will be generated.
If the connection is re-established successfully or deleted, individual alarm for this connection will be cleared.
If all connections of all FQDNs are unavailable, critical overall link down alarm will be generated.
For Geographic Redundancy strategy, if there are not enough active connections available from both primary and alternate destinations, major overall link down alarm will be generated. For Multiple Destinations strategy, if all connections to the individual specific FQDN are unavailable (but other FQDNs have connections), major overall link down alarm will be generated.
For Geographic Redundancy strategy, if there are enough connections available but there is one or more alternate connection used, minor overall link down alarm will be generated. For Multiple Destinations strategy, if there are not enough active connections available associated with the individual specific FQDN, minor overall link down alarm will be generated for this specific FQDN.
For Geographic Redundancy strategy, if there are enough primary connections available to reach the minimum number of active connections, then the overall link alarm shall be cleared. For Multiple Destinations strategy, if there are enough connections of this specific FQDN available to reach the minimum number of active connections, then the overall link alarm for the specific FQDN shall be cleared.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11419;40152;LSS_fqdnError;"This alarm indicates the fully-qualified domain name (FQDN) DNS query error, as well as the Agent FQDN DNS query error.
Cause:
If DNS query for one FQDN failed and there is no connection available for other FQDN(s), critical alarm will be generated.
If DNS query for one FQDN failed and there is connection available for other FQDN(s), major alarm will be generated.
If DNS query for one FQDN successfully and there is an existing DNS query alarm for the FQDN, the alarm will be cleared.
For FQDNs associated with LDAP Server URIs, a critical alarm will be generated if a DNS query fails for any FQDN.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11406;40165;LSS_cpuOverload;"This alarm indicates that the CPU utilization on a service has exceeded the threshold. The overload could be caused by one or more of the following reasons: base overload, per-service quota restriction overload or thread level CPU overload. The ""Additional Info"" field of the alarm report will list the contributing causes. When thread level CPU overload level changes, a corresponding profile report is also generated.
Cause:
Call traffic is too high with the current hardware/software configuration
Some task/process uses CPU resource improperly, for example tight loop.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11428;40166;LSS_memoryOverload;"This alarm indicates the memory utilization on a diskless service has exceeded a threshold or a memory allocation failure has occurred.
The current default thresholds are: Minor - 80, Major - 85, Critical - 90.
Note: for MM-SI AMMS service, the default thresholds are: Minor - 94, Major - 96, Critical - 98.
Cause:
The cause can be:
Call traffic is too high with the current hardware/software configuration.
Some task manages memory resource improperly, e.g. memory leak.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11336;40216;LSS_cpiAlrmCritical;"The raised alarm LSS_cpiAlrmCritical indicates the value of the VS.alrmCritical measurement monitored by the Critical Alarms Count CPI exceeded a threshold in the last 15 minute interval.
This Performance Measurement (PM) counts the number of critical alarms issued by the reporting resource.
Notes:
The thresholds are configurable via CLI.
An alarm with the same severity will be raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
This is a summary alarm to bring more attention to the other critical alarms being raised";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11337;40217;LSS_cpiAlrmMajor;"The raised alarm LSS_cpiAlrmMajor indicates the value of the VS.alrmMajor measurement monitored by the Major Alarms Count CPI exceeded a threshold in the last 15 minute interval.
This Performance Measurement (PM) counts the number of major alarms issued by the reporting resource.
Notes:
The thresholds are configurable via CLI.
An alarm with the same severity will be raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
This is a summary alarm to bring more attention to the other major alarms being raised";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11338;40218;LSS_cpiAlrmMinor;"The raised alarm LSS_cpiAlrmMinor indicates the value of the VS.alrmMinor measurement monitored by the Minor Alarms Count CPI exceeded a threshold in the last 15 minute interval.
This Performance Measurement (PM) counts the number of minor alarms issued by the reporting resource.
Notes:
The thresholds are configurable via CLI.
An alarm with the same severity will be raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
This is a summary alarm to bring more attention to the other minor alarms being raised";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11438;40310;LSS_numberOfTuplesInUse;"The raised alarm LSS_numberOfTuplesInUse indicates that the number of tuples currently in use in a DA (data access) table used to store dynamic database information, has reached a threshold. The DA table in question is specified in the ""Resource"". The threshold is indicated in the ""Additional Information"".
Notes:
A DA table can have the following thresholds:
Minor Alarm Onset
Minor Alarm Abatement
Major Alarm Onset
Major Alarm Abatement
Critical Alarm Onset
Critical Alarm Abatement
The alarm will be raised (or will transition to a higher severity if already raised) if the number of tuples in use is greater than or equal to the onset threshold for that severity (specific to that table).
The alarm will transition to a lower severity (or will be cleared if the current severity is minor) if the number of tuples in use is less than or equal to the abatement threshold for that severity (specific to that table).
Cause:
Some of the possible causes are:
The office is experiencing greater traffic than it is engineered for.
A software error is preventing the tuples in the table from being idled when they are no longer in use.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11443;40340;LSS_processNotStarted;"The processNotStarted alarm is caused if an application process cannot be started, or one of the following daemons has a problem starting:
ipm
unbound
sshd (on all service hosts with fixed IP address)
ntpd (on all service hosts on non-CPSB platforms)
Cause:
ipm - when the ipm process fails to start after trying to reboot and 3 attempts, the ipmStartupFailure alarm will be generated.
unbound - when the unbound process fails to start after 3 attempts, the unboundStartupFailure alarm will be generated.
sshd - when the sshd process fails to start after 3 attempts, the sshdStartupFailure alarm will be generated.
ntpd - when the ntpd process fails to start after 3 attempts, the ntpdStartupFailure alarm will be generated.
Application Process - when the application process fails to start after 3 attempts, the applStartupFailure alarm will be generated.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11416;40397;LSS_externalConnectivity;"The system detected a problem or a state change to external connectivity.
Cause:
A failure or route change has occurred that adversely affects the external IP connectivity.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE;Critical Major Warning;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11343;40451;LSS_cpiAttachFailures;"The raised alarm, LSS_cpiAttachFailures, indicates the value of the VS.cpiAttachFailures measurement, monitored when failure Attach request CPI exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the UE Attach procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Some of the reasons for failure:
Internal error
Procedure collision with ongoing HSS or SGW procedure
Invalid data in Attach Request message (includes protocol failures or invalid message content)
UE Authentication Failure due to invalid validation of RES returned in Authentication Response message or Authentication Failure received by UE
HSS failure in response to AIR
HSS failure in response to ULR
NAS message timeout (message include Authentication Response, Security Mode Complete, Attach Complete)
ENB returns Initial Context Setup Failure
Timeout occurs while waiting for Initial Context Setup Response
Double S1 connection
Unexpected S1 release
Bad NAS ESM Information Response
Bad NAS message in ESM container (PDN Connectivity Request, Activate Default Bearer Response)
SGW failure in response to Create Session Request
UE returns Activate Default Bearer Reject
SGW failure in response to Modify Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11402;40452;LSS_cpiUpdateBearerFailures;"The raised alarm, LSS_cpiUpdateBearerFailures, indicates the value of cpiUpdateBearerFailures measurement, monitored when failure on Update Bearer request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Update Bearer procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
SGW failure on Modify Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11394;40453;LSS_cpiServiceRequestFailures;"The raised alarm, LSS_cpiServiceRequestFailures, indicates the value of cpiServiceRequestFailures measurement, monitored when failure on Service request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the UE Service Request procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Procedure collision with ongoing HSS or SGW procedure
Invalid data in Service Request message (includes protocol failures or invalid message content)
UE Authentication Failure due to invalid validation of RES returned in Authentication Response message or Authentication Failure received by UE
HSS failure in response to AIR
NAS message timeout (message include Authentication Response or Security Mode Complete)
ENB returns Initial Context Setup Failure
Timeout occurs while waiting for Initial Context Setup Response
Double S1 connection
Unexpected S1 release
SGW failure on Modify Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11347;40454;LSS_cpiCreateDedicatedBearerFailures;"The raised alarm, LSS_cpiCreateDedicatedBearerFailures, indicates the value of VS.cpiCreateDedicatedBearerFailures measurement, monitored when failure on Create Dedicated Bearer request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Create Dedicated Bearer procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Collision with another EMM or BSM procedure
No resource available (currently MME only supports one dedicated bearer)
Bad S11 message (Create Bearer Request)
UE returns failure on Activate Dedicated Bearer Request
ENB returns failure on E-RAB Setup Request
Timeout waiting for UE or ENB's response";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11403;40455;LSS_cpiUpdateDedicatedBearerFailures;"The raised alarm, LSS_cpiUpdateDedicatedBearerFailures, indicates the value of VS.cpiUpdateDedicatedBearerFailures measurement, monitored when failure on Update Dedicated Bearer request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Update Dedicated Bearer procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Invalid data in Update Dedicated Bearer Request message (includes protocol failures or invalid message content)
The response to the SGW could not be encoded
SGW failure on Update Dedicated Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11348;40456;LSS_cpiDeactivateDedBearerFailures;"The raised alarm, LSS_cpiDeactivateDedBearerFailures, indicates the value of VS.cpiDeactivateDedBearerFailures measurement, monitored when failure on Deactivate Dedicated Bearer request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Deactivate Dedicated Bearer procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Invalid data in Delete Bearer Request message (includes protocol failures or invalid message content)
The response to the SGW could not be encoded
SGW failure on Delete Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11370;40457;LSS_cpiHOwNoRelocFailures;"The raised alarm, LSS_cpiHOwNoRelocFailures, indicates the value of VS.cpiHOwNoRelocFailures measurement, monitored when failure on Handover Path Switch request, to same Serving Gateway, exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Handover procedure without MME relocation and without SGW relocation, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
SGW failed to switch the S1-U downlink path to the new ENB";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11371;40458;LSS_cpiHOwSGWrelocFailures;"The raised alarm, LSS_cpiHOwSGWrelocFailures, indicates the value of VS.cpiHOwSGWrelocFailures measurement, monitored when failure on Handover Path Switch request, to a different Serving Gateway, exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the Handover procedure without MME relocation and with SGW relocation, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
See the list of failure counters for the Handover procedure without MME relocation and with SGW relocation. There are several failure causes, each with a separate failure counter. The calculation for this alarm implicitly uses the sum of all the failure counters for the Attach procedure.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11368;40459;LSS_cpiHOwMMErelocFailures_atSource;"The raised alarm, LSS_cpiHOwMMErelocFailures_atSource, indicates the value of VS.cpiHOwMMErelocFailures_atSource measurement, monitored when failure on Handover request, with MME relocation, exceeded a threshold in the last 15 minute interval. This value computes the failure rate at the source MME for the Handover procedure with MME relocation, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
See the list of failure counters for the Handover procedure with MME relocation (at the Source MME). There are several failure causes, each with a separate failure counter. The calculation for this alarm implicitly uses the sum of all the failure counters for the Attach procedure.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11369;40460;LSS_cpiHOwMMErelocFailures_atTarget;"The raised alarm, LSS_cpiHOwMMErelocFailures_atTarget, indicates the value of VS.cpiHOwMMErelocFailures_atTarget measurement, monitored when failure on Handover request, with MME forward relocation, exceeded a threshold in the last 15 minute interval. This value computes the failure rate at the Target MME for the Handover procedure with MME relocation, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
See the list of failure counters for the Handover procedure with MME relocation (at the Target MME). There are several failure causes, each with a separate failure counter. The calculation for this alarm implicitly uses the sum of all the failure counters for the Attach procedure.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11397;40462;LSS_cpiTauFailures;"The raised alarm, LSS_cpiTauFailures, indicates the value of VS.cpiTauFailures measurement, monitored when failure on Tracking Area Update request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the TAU procedure, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Procedure collision with ongoing HSS or SGW procedure
Invalid data in Tracking Area Update Request message (includes protocol failures or invalid message content)
ENB returns Initial Context Setup Failure
Timeout occurs while waiting for Initial Context Setup Response
Double S1 connection
Unexpected S1 release
SGW failure on Modify Bearer Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11356;40464;LSS_cpiGTPcResponseTO_S11;"The raised alarm, LSS_cpiGTPcResponseTO_S11, indicates the value of VS.cpiGTPcResponseTO_S11 measurement, monitored when missing replies to S11(gtpc) request exceeded a threshold in the last 15 minute interval. This value computes the cpiage of Response messages that are not received over S11, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure could be due to any of the following reasons:
Internal error
Timeout waiting for SGW response on MME's Request";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11355;40465;LSS_cpiGTPcResponseTO_S10;"The raised alarm, LSS_cpiGTPcResponseTO_S10, indicates the value of VS.cpiGTPcResponseTO_S10 measurement, monitored when missing replies to S10(gtpc) request exceeded a threshold in the last 15 minute interval. This value computes the cpiage of Response messages that are not received over S10, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
The cause is Unknown from the measurements involved in this calculation.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11389;40470;LSS_cpiS1MMEconnFailures;"The raised alarm, LSS_cpiS1MMEconnFailures, indicates the value of VS.cpiS1MMEconnFailures measurement, monitored when failed S1MME Connect request exceeded a threshold in the last 15 minute interval. This value computes the failure rate for the eNB connection over S1-MME, and compares the calculation against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
PLMN and tracking area data was not provisioned correctly";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11450;40481;LSS_sheddingOverload;"This alarm indicates the message shedding severity under system overload. The two severity levels indicate the degree of shedding severity.
The types of messages/calls that are shed is specific to the application and there tends to be additional types of messages impacted by the shedding as the severity increases. Currently the default thresholds between Major and Critical is 70.
Cause:
Call traffic is too high with the current hardware/software configuration
Some task/process uses CPU/Memory resource improperly, for example tight loop.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11451;40510;LSS_softwareAllocatedResourceOverload;"This alarm indicates that the utilization of a pre-allocated resource by software has exceeded thresholds. The resource could be internal buffer, data structure array, table entries, etc.
Cause:
Call traffic is too high with the current hardware/software configuration.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11422;40523;LSS_internalCommunicationFailure;"Communication between active IPDS member and the active member of a Service Pool failed or internal communications within active IPDS member failed. The alarmed Service Pool type could be CPPS or DBS, as indicated in the resource string.
Cause:
The possible causes of this alarm are:
IPDS or a service pool has duplex failed or is undergoing initialization.
Software failure prevents communication establishment between IPDS and the service pool.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11418;40524;LSS_externalLinkDown;"Communication between CMM and another network entity cannot be established. The additional text field indicates the specific link that is down.
Cause:
The possible causes of this alarm are:
Remote network entity is out-of-service or undergoing initialization.
Packet or HeartBeat message loss due to network issues.
Provision data is incorrect on CMM for network entities the CMM communicates with.
Software failure prevents communication established between CMM and other network entities.";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11358;40543;LSS_cpiGTPcResponseTO_Sv;"The raised alarm LSS_cpiGTPcResponseTO_Sv indicates meeting a threshold of the GTPc Response Time out over Sv CPI (requests sent over an Sv interface for which no response is received), which is calculated every 5 minutes using this formula:
VS.NbrTO_SvGtpc / VS.TotalReqSent_SvGtpc
Notes:
The thresholds are configurable within this context.
An alarm with the same severity will be raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure to receive GTP responses from an MSC could be due to any of the following reasons:
Errors or problems at the far end MSC
Network problems between the MME and the MSC
Internal errors at the MME";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
Nokia;CMM;NSP;11354;40544;LSS_cpiGTPcResponseTO_Gn;"The raised alarm, LSS_cpiGTPcResponseTO_Gn, indicates that the value of VS.cpiGTPcResponseTOGn has exceeded a threshold in the last 15 minute interval. This counter monitors the percentage of GTP Requests sent over a Gn interface for which no Response is received by the CMM. The Gn interface connects the CMM with one or more SGSNs. The calculated percentage is compared against provisioned thresholds for Minor, Major, and Critical alarm conditions.
Notes:
The thresholds are configurable within this context.
An alarm with the same severity is raised only once for the same CPI and component.
The alarm will be cleared if no threshold is met in one of the following intervals.
Cause:
Failure to receive GTP responses from an SGSN could be due to any of the following reasons:
Errors or problems at the far end SGSN
Network problems between the CMM and the SGSN
Internal errors at the CMM";ALTA; ;AFECTACION; ; ; ; ;GENERAL;BO CORE; Critical Major Minor;MANUEL ALVARADO;CORE ORIENTE, OCCIDENTE, COSTA 
