Fabricante;SERVICIO Y/O SISTEMA GESTIONADO;GESTOR;TEXTO 1 DE LA ALARMA;TEXTO 2 DE LA ALARMA;TEXTO 3 DE LA ALARMA;TEXTO 4 DE LA ALARMA;BAJA / ALTA / BLOQUEO;DOMINIO;SEVERIDAD;"KM
(TITULO DEL INSTRUCTIVO)";TIER 1;TIER 2;TIER 3;TIPO DE ALARMA;GRUPO DE ATENCIÓN;CRITICIDAD;DUEÑO DE PLATAFORMA;PANEL NETCOOL
Huawei;AAA Huawei;NETCOOL;1003;Module Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1005;Board CPU Overload; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1009;Free Storage Space Insufficient; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1015;SDM Absent; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1022;Local RAID1 Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1023;Board Port Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1030;Local Storage Medium Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1039;Subrack Number Conflict; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1104;Base Plane Packet Error and Loss; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;1105;Fabric Plane Packet Error and Loss; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2001;Board Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;12027;Redundancy USCDB in the Takeover State;;;;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2010;Fan Speed Exceeds Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2015;Power Entry Module Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2037;ATM Port Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2135;Fan Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2136;Power Input to Fan Not Available; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2375;Number of Confirmed Patches on the Modules of the Same Type Inconsistent; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2376;Automatic Installation Failure of Patch; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2377;Incomplete NE Patches; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;2378;Cold Patch Version Inconsistency; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3001;CPU Error; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3010;Board Temperature Exceeds Level 2 Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3013;Board Ejector Lever Opened; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3015;Air Filter Absent; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3077;Board Voltage Exceeds Level 2 Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3095;Fan Temperature Exceeds Level 2 Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3101;Power Entry Module Temperature Exceeds Level 2 Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3113;Power Entry Module Voltage Exceeds Level 2 Threshold; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3160;Subrack Numbers of Active and Standby SMM Boards Inconsistent; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3161;Traffic Unbalance; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3162;IP Address Conflict; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3163;Gateway Detect Failure; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3164;IP Attack; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3165;P2P QoS Abnormity; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3166;IP Unreachable Alarm; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3167;Detecting the Standby Forwarding Path Failed; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3168;IP Traffic Overload; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3171;IP Traffic Control; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3802;E1/T1 Port Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3807;Program Check Failure Between OMU and TDM; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3808;ETI Board Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3810;TDM Clock Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3814;TDM Daughter Board Is Faulty; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3815;Line Clock Connection Incorrect; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;3821;Parts of the Board Fault; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4100;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4101;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4102;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4103;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4104;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4105;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4106;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4107;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4108;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4109;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4110;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4111;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4112;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4113;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4114;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4115;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4116;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4117;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4118;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4119;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4120;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4121;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4122;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4123;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4124;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4125;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4126;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4127;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4128;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4129;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4130;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4131;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4132;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4133;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4134;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4135;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4136;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4137;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4138;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4139;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4140;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4141;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4142;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4143;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4144;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4145;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4146;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4147;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4148;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4149;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4150;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4151;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4152;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4153;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4154;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4155;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4156;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4157;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4158;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4159;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
Huawei;AAA Huawei;NETCOOL;4160;Analog or Digital Sensor; ; ;ALTA;Domain amx_ns:.DOM.COLM_TRIARA_U2000_DOM;AFECTACION;;;;;GENERAL;BO CORE;;EDISON GONZALEZ;AEL PACKET CORE VAS II
